region,lat,lon,node_id
SCL,47.419503359860535,-121.78218645499447,CDRFL_SC_LNODE611
SCL,47.419322639984415,-121.78218645545284,CDRFL_SC_LNODE612
APS,34.3346609999878,-112.11387926684469,CDS_LNODER2A
APS,34.3346609999878,-112.11398873315532,CDS_LNODER4A
IPCO,43.679082,-116.68607666,CDWL_LNODE134
APS,33.30301161134393,-111.83431638658827,CD_LNODE10A
APS,33.30293399995397,-111.83426277327193,CD_LNODE13A
APS,33.30285638863304,-111.83431638668368,CD_LNODER1A
APS,33.30285638863304,-111.83442361331633,CD_LNODER2A
APS,33.30293399995397,-111.83447722672808,CD_LNODER5A
APS,33.30301161134393,-111.83442361341174,CD_LNODER9A
SCL,47.419322639984415,-121.78245354454715,CEDARFLS_1_GEN5GNODE
SCL,47.419503359860535,-121.78245354500555,CEDARFLS_1_GEN6GNODE
BPAT,46.858647,-123.28263666,CEDAR_BP_LNODEVIL
TPWR,47.2256,-122.4752666,CEDAR_FDR1LNODE
TPWR,47.22559999992286,-122.47512684463297,CEDAR_FDR2LNODE
TPWR,47.225509572328455,-122.47512684486004,CEDAR_FDR3LNODE
TPWR,47.225445630433725,-122.4752209998095,CEDAR_FDR4LNODE
TPWR,47.22543033891818,-122.47535223713875,CEDAR_FDR5LNODE
TPWR,47.225461658588856,-122.47547715050035,CEDAR_FDR6LNODE
TPWR,47.22552760905904,-122.47556825187884,CEDAR_FDR7LNODE
TPWR,47.22561307092426,-122.47561176987423,CEDAR_FDR8LNODE
CA,40.79116899998464,-121.9378322752366,CEDRCRK_6_N001
CA,40.79116899998464,-121.93795172476342,CEDRCRK_6_N101
SRP,33.44030999998842,-111.96293125018414,CEDRSTRM_LNODELD1
SRP,33.44030999998842,-111.96303874981585,CEDRSTRM_LNODELD2
PSE,47.211389,-122.30361166,CED_LNODEXF1
PSE,47.650833,-122.69666766,CEK_LNODESEC
BPAT,45.59572,-121.1143166,CELILO_LNODEDC1BURB
BPAT,45.595719999928605,-121.11418204538897,CELILO_LNODEDC1GLEN
BPAT,45.59564246301346,-121.11424602278285,CELILO_LNODEDC1LADWP
BPAT,45.59564246301346,-121.11437397721714,CELILO_LNODEDC2BURB
BPAT,45.595719999928605,-121.11443795461109,CELILO_LNODEDC2GLEN
BPAT,45.595797536950826,-121.11437397739395,CELILO_LNODEDC2LADWP
BPAT,45.595797536950826,-121.11424602260605,CELILO_LNODENCL
BPAT,45.59460799998219,-121.11301502402263,CELILO_NDB1
BPAT,45.59460799998219,-121.11314297597738,CELILO_NDB2
SRP,33.30018499998848,-111.88997538920253,CENTENNL_LNODELD1
SRP,33.30018499998848,-111.89008261079746,CENTENNL_LNODELD2
CA,33.928884073837764,-118.10546366,CENTERS_6_N001
CA,33.9288029630683,-118.10540656089853,CENTERS_6_N004
CA,33.9288029630683,-118.10551943910147,CENTERS_6_N200
BPAT,46.59552499998121,-117.80678436148257,CENTF_BP_LNODE420
BPAT,46.59552499998121,-117.8069156385175,CENTF_BP_LNODE428
BPAT,45.58214999998221,-122.4041839612118,CEN_LINC_7_G01GNODE
PSE,47.61249999998056,-122.18660007268157,CEN_LNODEXF1
PSE,47.61249999998056,-122.18673392731857,CEN_LNODEXF2
LADWP,33.948054083699034,-118.25566,CEN_SUB_LNODEONB
LADWP,33.94797295813763,-118.25494353789466,CEN_SUB_LNODEONC
LADWP,33.94797295813763,-118.25505646210534,CEN_SUB_LNODEOND
TIDC,37.6088562120824,-120.95672957041266,CERES_LNODEDR1
TIDC,37.6089710504,-120.95659570501566,CERES_LNODEDR3
TIDC,37.6089019185376,-120.95659200075566,CERES_LNODEDR4
TIDC,37.6087606610128,-120.95671288184965,CERES_LNODEDR5
TIDC,37.6089324750351,-120.95671205735266,CERES_LNODEDR7
TIDC,37.6090011903052,-120.95671435734965,CERES_LNODEDR8
CA,37.059999999986665,-120.07994353791257,CERTTEED_1_N001
CA,37.059999999986665,-120.08005646208744,CERTTEED_1_N002
APS,33.59195178934649,-111.94499008431856,CE_LNODE13A
APS,33.5918739999532,-111.94493616873437,CE_LNODE14A
APS,33.5917962106301,-111.94499008441582,CE_LNODE17A
APS,33.5917962106301,-111.94509791558427,CE_LNODE18A
APS,33.5918739999532,-111.94515183126563,CE_LNODE21A
APS,33.59195178934649,-111.94509791568143,CE_LNODER9A
APS,32.574129,-112.87419266,CF_LNODEMR1
APS,32.885031,-111.77503466,CG_LNODE11A
APS,32.885030999954765,-111.7749273749195,CG_LNODE12A
APS,32.8849414602911,-111.77492737502723,CG_LNODE22A
APS,32.88487814622914,-111.77500277029084,CG_LNODE26A
APS,32.884863004877005,-111.77510785962272,CG_LNODER2A
APS,32.88489401707997,-111.77520788494967,CG_LNODER4A
APS,32.88495932005032,-111.7752808349599,CG_LNODER6A
APS,32.885043942794844,-111.77531568212973,CG_LNODER7A
APS,32.88513334873239,-111.77530985690252,CG_LNODER8A
CA,35.097222,-119.42972266,CHALKCLF_7_N001
CA,39.48543,-121.22050966,CHALLNGE_6_N001
AVA,46.7217849374732,-117.31268777192567,CHAMBERS_1_INLAND_IP_LLNODE
SRP,33.463530999988386,-111.90081722568338,CHAMB_SR_LNODELD1
SRP,33.463530999988386,-111.90092477431665,CHAMB_SR_LNODELD2
BPAT,46.26683999998152,-119.59004496423996,CHANDLER_1_G01GNODE
BPAT,46.26683999998152,-119.59017503576004,CHANDLER_1_G02GNODE
CA,37.95526599998612,-121.33242068885451,CHANNEL_6_N001
SRP,33.51723899998838,-111.88636716766787,CHAPARRL_LNODELD2
